user_name,bid_no,name_of_work,category,ministry_and_department,quantity,emd,exemption,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6489046,FURNISHING INVERTERS AND AIRCONDITIONER PRODUCTS,,Ministry of Culture - NA,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8130236,https://bidplus.gem.gov.in/showbidDocument/8130236,14-08-2025 21:00:00
mahi,GEM/2025/B/6432574,Professional Air Purifier (Cross Infection Prevention System),,Ministry of Health and Family Welfare - Department of Health and Family Welfare,2,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8066331,https://bidplus.gem.gov.in/showbidDocument/8066331,14-08-2025 17:00:00
mahi,GEM/2025/B/6431880,"Ribbon cartridge for Epson LQ 1310 Dot matrix mono,Ribbon cartridge for Epson LQ 1150 II Dot matrix",,Ministry of Defence - Department of Military Affairs,752,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065550,https://bidplus.gem.gov.in/showbidDocument/8065550,14-08-2025 17:00:00
mahi,GEM/2025/B/6426435,impeller wear ring,,Ministry of Defence - Department of Defence,22,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8059526,https://bidplus.gem.gov.in/showbidDocument/8059526,14-08-2025 17:00:00
mahi,GEM/2025/B/6428114,"Multifunction Machine MFM (V2),Multifunction Machine MFM (V2),Multifunction Machine MFM (V2)",,Ministry of Defence - Department of Military Affairs,21,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8061428,https://bidplus.gem.gov.in/showbidDocument/8061428,14-08-2025 18:00:00
mahi,GEM/2025/B/6481837,"Manpower Outsourcing Services - Minimum wage - Skilled; ITI; Others,Manpower Outsourcing Services -",,Ministry of Defence - Department of Military Affairs,12,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8122283,https://bidplus.gem.gov.in/showbidDocument/8122283,14-08-2025 18:00:00
mahi,GEM/2025/B/6481725,"Manpower Outsourcing Services - Minimum wage - Semi-skilled; ITI; Others,Manpower Outsourcing Servi",,Ministry of Defence - Department of Military Affairs,13,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8122164,https://bidplus.gem.gov.in/showbidDocument/8122164,14-08-2025 18:00:00
mahi,GEM/2025/B/6481541,"Manpower Outsourcing Services - Minimum wage - Semi-skilled; ITI; Others,Manpower Outsourcing Servi",,Ministry of Defence - Department of Military Affairs,12,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8121961,https://bidplus.gem.gov.in/showbidDocument/8121961,14-08-2025 18:00:00
mahi,GEM/2025/B/6519463,Custom Bid for Services - Storage Tank Calibration Along with Stamping and Certification assistance,,Ministry of Petroleum and Natural Gas - Bharat Petroleum Corporation Ltd,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8164792,https://bidplus.gem.gov.in/showbidDocument/8164792,14-08-2025 17:00:00
mahi,GEM/2025/B/6533587,Iron Ore Pellets For Direct Reduction Processes,,Ministry of Steel - Rashtriya Ispat Nigam Limited,180000,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8180863,https://bidplus.gem.gov.in/showbidDocument/8180863,14-08-2025 19:00:00
